Agent_Code,Agent_Name
0202039,OSWALD COMPANIES
0202041,KOROTKIN INSURANCE GROUP
0202045,CREATIVE BENEFITS & INS.
0202054,SECURE INVESTORS GROUP INC
0202059,"E.W. SMITH AGENCY, INC."
0202060,UNKNOWN - Slapshot RI Fix
0202064,CONSOLIDATED UND ALLI LTD
0202066,UNKNOWN - Slapshot RI Fix
0202072,AMWINS BROKERAGE OF THE
0202073,CUSTOM INSURANCE AGENCY
0202074,"DESIGNPRO INS. GROUP, MI"
0202078,"LENAHAN INSURANCE AGY, INC"
0202081,"ALLIED INSURANCE MGRS, INC"
0202082,"HARTLAND INSURANCE GRP,INC"
0202085,GREAT LAKES INDEPENDENT
0202086,GREAT LAKES INDEPENDENT
0202087,GREAT LAKES INDEPENDENT
0202088,GREAT LAKES INDEPENDENT
0202092,GREAT LAKES INDEPENDENT
0202093,GREAT LAKES INDEPENDENT
0202094,GREAT LAKES INDEPENDENT
0202095,GREAT LAKES INDEPENDENT
0202096,GREAT LAKES INDEPENDENT
0202097,GREAT LAKES INDEPENDENT
0202098,GREAT LAKES INDEPENDENT
0202099,GREAT LAKES INDEPENDENT
0202100,GREAT LAKES INDEPENDENT
0202101,GREAT LAKES INDEPENDENT
0202102,GREAT LAKES INDEPENDENT
0202103,BROWN & BROWN OF DETROIT
0202105,VALENTI TROBEC CHANDLER
0202106,VALENTI TROBEC CHANDLER
0202107,HAUGK INSURANCE AGENCY
0202119,HANTZ AGENCY LLC
0202120,HANTZ AGENCY LLC
0202121,HANTZ AGENCY LLC
0202122,HANTZ AGENCY LLC
0202123,HANTZ AGENCY LLC
0202124,HANTZ AGENCY LLC
0202125,"HANTZ AGENCY, LLC"
0202126,HANTZ AGENCY LLC
0202127,HANTZ AGENCY LLC
0202128,HANTZ AGENCY LLC
0202129,HANTZ AGENCY LLC
0202130,HANTZ AGENCY LLC
0202131,HANTZ AGENCY LLC
0202132,HANTZ AGENCY LLC
0202133,STERLING GROUP
0202135,INSURANCE ONE AGENCY INC
0202136,GLP SPECIALTY SERVICES LLC
0202137,"KAPNICK & COMPANY, INC."
0202138,"KAPNICK & COMPANY, INC."
0202139,"KAPNICK & COMPANY, INC."
0202140,"KAPNICK & COMPANY, INC."
0202141,"KAPNICK & COMPANY, INC."
0202142,"KAPNICK & COMPANY, INC."
0202143,"KAPNICK & COMPANY, INC."
0202144,"KAPNICK & COMPANY, INC."
0202145,"KAPNICK & COMPANY, INC."
0202146,"KAPNICK & COMPANY, INC."
0202147,"KAPNICK & COMPANY, INC."
0202148,"KAPNICK & COMPANY, INC."
0202149,"KAPNICK & COMPANY, INC."
0202150,"KAPNICK & COMPANY, INC."
0202151,"KAPNICK & COMPANY, INC."
0202152,"KAPNICK & COMPANY, INC."
0202153,MURPHY-GODDARD AGENCY INC
0202156,MICHIGAN INS & FINANCIAL
0202157,USI INSURANCE SERVICES LLC
0202158,HARTLAND INSURANCE GROUP
0202162,VTC INSURANCE GROUP
0202165,"INSURANCE ADVISORS, INC."
0202166,"INSURANCE ADVISORS, INC."
0202167,"INSURANCE ADVISORS, INC."
0202168,"INSURANCE ADVISORS, INC."
0202169,"INSURANCE ADVISORS, INC"
0202170,"INSURANCE ADVISORS, INC."
0202171,"INSURANCE ADVISORS, INC."
0202172,"INSURANCE ADVISORS, INC."
0202173,"INSURANCE ADVISORS, INC."
0202174,"INSURANCE ADVISORS, INC."
0202175,"INSURANCE ADVISORS, INC."
0202176,INSURANCE ADVISORS
0202178,"INSURANCE ADVISORS, INC."
0202179,INSURANCE ADVISORS
0202180,"INSURANCE ADVISORS, INC."
0202181,"INSURANCE ADVISORS, INC."
0202182,"INSURANCE ADVISORS, INC."
0202183,"INSURANCE ADVISORS, INC."
0202184,"INSURANCE ADVISORS, INC."
0202185,"INSURANCE ADVISORS, INC."
0202188,UNKNOWN - Slapshot RI Fix
0202189,MICHIGAN INS & FINANCIAL
0202190,MICHIGAN INS & FINANCIAL
0202191,CONSOLIDATED UND ALLI LTD
0202193,CONSOLIDATED UND ALLI LTD
0202194,UNKNOWN - Slapshot RI Fix
0202195,"INSURANCE ADVISORS, INC."
0202196,HARTLAND INSURANCE GROUP
0202199,NUSTAR INSURANCE AGENCY
0202200,NUSTAR INSURANCE AGENCIES
0202201,NUSTAR INSURANCE AGENCIES
0202202,NUSTAR INSURANCE AGENCIES
0202203,NUSTAR INSURANCE AGENCIES
0202204,NUSTAR INSURANCE AGENCY
0202205,NUSTAR INSURANCE AGENCIES
0202206,NUSTAR INSURANCE AGENCIES
0202207,NUSTAR INSURANCE AGENCY
0202208,NUSTAR INSURANCE AGENCIES
0202209,NUSTAR INSURANCE AGENCIES
0202210,NUSTAR INSURANCE AGENCIES
0202211,NUSTAR INSURANCE AGENCIES
0202212,NUSTAR INSURANCE AGENCIES
0202213,NUSTAR INSURANCE AGENCY
0202214,NUSTAR INSURANCE AGENCIES
0202215,NUSTAR INSURANCE AGENCY
0202216,NUSTAR INSURANCE AGENCY
0202217,NUSTAR INSURANCE AGENCIES
0202218,NUSTAR INSURANCE AGENCY
0202219,NUSTAR INSURANCE AGENCY
0202220,NUSTAR INSURANCE AGENCIES
0202221,NUSTAR INSURANCE AGENCIES
0202222,NUSTAR INSURANCE AGENCIES
0202223,NUSTAR INSURANCE AGENCIES
0202224,NUSTAR INSURANCE AGENCY
0202225,NUSTAR INSURANCE AGENCIES
0202226,NUSTAR INSURANCE AGENCY
0202227,NUSTAR INSURANCE AGENCIES
0202228,NUSTAR INSURANCE AGENCIES
0202229,NUSTAR INSURANCE AGENCIES
0202230,NUSTAR INSURANCE AGENCIES
0202231,NUSTAR INSURANCE AGENCIES
0202232,NUSTAR INSURANCE AGENCIES
0202233,NUSTAR INSURANCE AGENCIES
0202234,NUSTAR INSURANCE AGENCY
0202235,NUSTAR INSURANCE AGENCY
0202239,INSURANCE ONE AGENCY INC
0202241,LADEMAN INSURANCE AGENCY
0202242,C.L. FINLAN & SON INC.
0202243,C.L. FINLAN & SON INC.
0202244,C.L. FINLAN & SON INC.
0202245,C.L. FINLAN & SON INC.
0202246,C.L. FINLAN & SON INC.
0202247,C.L. FINLAN & SON INC.
0202248,C.L. FINLAN & SON INC
0202253,INSURANCE ONE AGENCY INC
0202254,MICHIGAN INS & FINANCIAL
0202255,THE PEPPLER AGCY INC
0202256,THE PEPPLER AGCY INC
0202262,STERLING GROUP
0202263,J M WILSON CORPORATION
0202266,C.L. FINLAN & SON INC.
0202267,LOYALTY INSURANCE SERVICES
0202268,INSURANCE EXCHANGE AGENCY
0202269,INSURANCE EXCHANGE AGENCY
0202270,THE FULCHER GROUP
0202275,HARTLAND INSURANCE GROUP
0202276,INSURANCE EXCHANGE AGY INC
0202277,MEADOWBROOK INC
0202284,MEADOWBROOK INC
0202285,THE PEPPLER AGCY INC
0202286,HAUGK INSURANCE AGENCY
0202287,THE HUTTENLOCHER GROUP
0202289,THE PEPPLER AGCY INC
0202290,STERLING GROUP
0202291,STERLING INSURANCE GROUP
0202292,STERLING INSURANCE GROUP
0202293,STERLING INSURANCE GROUP
0202294,STERLING INSURANCE GROUP
0202295,DUNCAN INSURANCE AGENCY
0202296,PALMATEER INSURANCE AGENCY
0202297,THE PEPPLER AGCY INC
0202298,THE PEPPLER AGCY INC
0202299,THE PEPPLER AGCY INC
0202300,"KARN-SITKINS-PAYETTE, INC"
0202301,VTC INSURANCE GROUP
0202302,FIRST INDEPENDENT INS AGCY
0202304,"NICKEL & SAPH, INC"
0202305,GREAT LAKES INDEPENDENT
0202306,ACTION INSURANCE SRV INC
0202307,ARTHUR J GALLAGHER RISK
0202309,BRIAN SEIFERLEIN INSURANCE
0202310,INSURANCE ADVISORS
0202312,"INSURANCE ADVISORS, INC."
0202313,ARTHUR J GALLAGHER RISK
0202314,ARTHUR J GALLAGHER RISK
0202316,"INSURANCE ADVISORS, INC."
0202322,HANNIGAN INS SERVICES
0202325,THE HUTTENLOCHER GROUP
0202326,MAYERNIK INSURANCE
0202327,"DAVIS-VANDENBOSSCHE AGCY,"
0202328,"NICKEL & SAPH, INC"
0202331,"INSURANCE ADVISORS, INC."
0202332,WOODWARD INSURANCE GROUP
0202334,GILBERT & WISEMAN
0202335,THE BAXTER AGENCY INC
0202336,THE BAXTER AGENCY INC
0202337,STEINMETZ-VANDENBOSSCHE
0202338,STEINMETZ-VANDENBOSSCHE
0202339,DAVIS-VANDENBOSSCHE AGCY
0202340,DAVIS-VANDENBOSSCHE AGCY
0202341,GILBERT & WISEMAN INS
0202342,THE HUTTENLOCHER GROUP
0202343,THE HUTTENLOCHER GROUP
0202344,FOCUS INSURANCE AGENCY
0202345,FOCUS INSURANCE AGENCY
0202347,CONSOLIDATED UND ALLI INC
0202349,C.L. FINLAN & SON INC
0202352,LADEMAN INSURANCE AGENCY
0202353,LADEMAN INSURANCE AGENCY
0202357,BRIAN SEIFERLEIN INSURANCE
0202358,BRIAN SEIFERLEIN INSURANCE
0202359,BRIAN SEIFERLEIN INSURANCE
0202360,BRIAN SEIFERLEIN INSURANCE
0202361,"KARCHER AGENCY, INC."
0202362,"WILLIS OF MICHIGAN, INC"
0202363,DAVIS-VANDENBOSSCHE AGCY
0202364,FOCUS INSURANCE AGENCY
0202365,"CHOICE INSURANCE AGY, INC"
0202366,BRIAN SEIFERLEIN INSURANCE
0202367,C.L. FINLAN & SON INC
0202368,BRIAN SEIFERLEIN INSURANCE
0202369,"KARN-SITKINS-PAYETTE, INC"
0202370,THE HUTTENLOCHER GROUP
0202372,C.L. FINLAN & SON INC.
0202373,MAYERNIK INSURANCE
0202374,THE HUTTENLOCHER GROUP
0202381,KURTH AGENCIES INC
0202382,KURTH AGENCIES INC
0202383,C.L. FINLAN & SON INC.
0202387,C.L. FINLAN & SON INC.
0202388,THE PEPPLER AGCY INC
0202389,CONSOLIDATED UND ALLI LTD
0202392,HENRY R DEERING AGENCY INC
0202395,"HAUGK & ASSOCIATES, INC."
0202398,C.L. FINLAN & SON INC.
0202401,VTC INSURANCE GROUP
0202402,UNKNOWN - Slapshot RI Fix
0202403,DOWNEY/KING-PHIPPS INS AGY
0202404,VTC INSURANCE GROUP
0202405,DOEREN MAYHEW INSURANCE
0202406,CONSOLIDATED UND ALLI LTD
0202407,DAVIS-VANDENBOSSCHE AGCY
0202408,"METRO AGENCY, INC."
0202409,STERLING GROUP
0202414,STERLING INSURANCE GROUP
0202416,THE BAXTER AGENCY INC
0202417,STEINMETZ-VANDENBOSSCHE
0202418,DAVIS-VANDENBOSSCHE AGCY
0202419,THE DEARBORN AGCY INC
0202426,ZERVOS-GRIFFIN AGENCY INC
0202427,NUSTAR INSURANCE AGENCY
0202436,LAURA A KOZLOWSKI INS
0202438,PEABODY INSURANCE AGCY INC
0202443,"CANTOR INS. GROUP, LLC"
0202445,MURPHY-GODDARD AGENCY INC
0202451,INSURANCE EXCHANGE AGY INC
0202454,J JACOBS & ASSOCIATES INC
0202456,HOLBROOK INSURANCE AGENCY
0202457,LAURA A KOZLOWSKI INS AGCY
0202466,SWEET & ASSOCIATES
0202467,HUB INTERNATIONAL MIDWEST
0202468,DAVIS-VANDENBOSSCHE AGCY
0202471,LOYALTY INSURANCE SERVICES
0202472,LOYALTY INSURANCE SERVICES
0202473,LOYALTY INSURANCE SERVICES
0202474,LOYALTY INSURANCE SERVICES
0202478,LOYALTY INSURANCE SERVICES
0202484,"GOMPERS, CORNISH & BARR"
0202485,CIA INSURANCE & RISK MGMT
0202494,"CHOICE INSURANCE AGY, INC"
0202495,"SCHOEN INS. AGENCY, INC."
0202512,HOLBROOK INSURANCE AGENCY
0202514,AUTUMN ASSOCIATES
0202517,AUTUMN ASSOCIATES
0202518,ACTION INSURANCE SRV INC
0202523,ACTION INSURANCE SRV INC
0202524,"BETTIS INS. AGENCY, INC."
0202525,WM G JENSEN AGENCY INC.
0202528,FIRST INDEPENDENT INS AGCY
0202529,HOWES & ASSOC INS SERV.
0202531,MICHIGAN INS & FINANCIAL
0202532,MICHIGAN INS & FINANCIAL
0202533,MICHIGAN INS & FINANCIAL
0202534,WOODWARD INSURANCE GROUP
0202536,UNKNOWN - Slapshot RI Fix
0202539,"GOMPERS, CORNISH & BARR"
0202559,PERLMAN AGENCY
0202561,"MACOMB-GERLACH AGENCY, INC"
0202567,BROWN & BROWN OF DETROIT
0202568,C.L. FINLAN & SON INC.
0202569,C.L. FINLAN & SON INC.
0202578,MICHIGAN COMM INS AGY INC
0202579,"WAYNE OAKLAND AGENCY, INC"
0202581,HERSHEY INSURANCE GRP INC
0202582,SPECIAL RISKS FACILITIES
0202584,"GOMPERS, CORNISH & BARR"
0202585,UNKNOWN - Slapshot RI Fix
0202587,MICHIGAN COMM INS AGY INC
0202594,LOYALTY INSURANCE SERVICES
0202595,"GOMPERS, CORNISH & BARR"
0202598,LOYALTY INSURANCE SERVICES
0202600,STORM INSURANCE SERVICES
0202603,DALY MERRITT INSURANCE
0202604,STERLING GROUP
0202605,STERLING GROUP
0202606,STERLING INSURANCE GROUP
0202607,STERLING GROUP
0202608,STERLING INSURANCE GROUP
0202609,STERLING GROUP
0202610,STERLING INSURANCE GROUP
0202611,STERLING GROUP
0202612,STERLING GROUP
0202613,STERLING INSURANCE GROUP
0202615,"HANTZ AGENCY, LLC"
0202620,STERLING INSURANCE GROUP
0202621,STERLING GROUP
0202622,STERLING INSURANCE GROUP
0202623,STERLING INSURANCE GROUP
0202625,STERLING INSURANCE GROUP
0202626,STERLING INSURANCE GROUP
0202627,MICHIGAN COMM INS AGY INC
0202628,MICHIGAN COMM INS AGY INC
0202629,MICHIGAN COMM INS AGY INC
0202630,STERLING INSURANCE GROUP
0202632,STERLING INSURANCE GROUP
0202633,STERLING GROUP
0202636,"MASON-MCBRIDE, INC."
0202637,STERLING INSURANCE GROUP
0202638,STERLING INSURANCE GROUP
0202640,C.L. FINLAN & SON INC.
0202641,PEABODY INSURANCE AGENCY
0202642,STERLING INSURANCE GROUP
0202643,WOODWARD INSURANCE GROUP
0202644,GENE HARRIS INSURANCE AGY
0202645,GENE HARRIS AGENCY INC.
0202647,AITKEN ORMOND & SHORES INS
0202648,CAMERON M WILSON & ASSOC.
0202650,STERLING INSURANCE GROUP
0202651,STERLING GROUP
0202652,STERLING INSURANCE GROUP
0202657,STERLING INSURANCE GROUP
0202661,CONSOLIDATED UND ALLI LTD
0202662,CUSTOM INSURANCE AGENCY
0202664,THE PEPPLER AGCY INC
0202665,C.L. FINLAN & SON INC.
0202667,"J HEALAN BAKER AGY, INC"
0202669,STRIVE FINANCIAL LLC
0202670,CONSOLIDATED UND ALLI LTD
0202681,DOEREN MAYHEW INSURANCE
0202682,"JPS INSURANCE AGENCY, LLC"
0202683,C.L. FINLAN & SON INC.
0202684,MICHIGAN INS & FINANCIAL
0202685,STERLING INSURANCE GROUP
0202686,STERLING GROUP
0202687,LOYALTY INSURANCE SERVICES
0202693,"E.W. SMITH AGENCY, INC."
0202699,"E.W. SMITH AGENCY, INC."
0202700,"E.W. SMITH AGENCY, INC."
0202710,HUB INT'L MIDWEST LTD
0202713,GENE HARRIS INSURANCE AGY
0202715,E.M. SCHROEDER AGENCY
0202721,CRC INSURANCE SERVICES INC
0202722,"BROWNRIGG COMPANIES, LTD"
0202723,VANTOL INSURANCE GROUP LC
0202724,BITONTI INSURANCE GRP INC
0202726,HARTLAND INSURANCE GROUP
0202728,"HARTLAND INSURANCE GRP,INC"
0202729,HARTLAND INSURANCE GROUP
0202738,E.M. SCHROEDER AGENCY
0202741,LOYALTY INSURANCE SERVICES
0202744,"GOMPERS, CORNISH & BARR"
0202751,"KARN-SITKINS-PAYETTE, INC."
0202752,BENCHMARK FINANCIAL LTD
0202753,"CHOICE INSURANCE AGY, INC"
0202755,LIGHTHOUSE INSURANCE GROUP
0202758,BROWN & BROWN OF DETROIT
0202761,TDA INS & FINANCIAL AGCY
0202762,"E.W. SMITH AGENCY, INC."
0202763,"E.W. SMITH AGENCY, INC."
0202764,"E.W. SMITH AGENCY, INC."
0202775,BAKERHOPP INSURANCE GROUP
0202776,CAPITAL INSURANCE GROUP
0202780,STERLING GROUP
0202784,MAIN STREET INSURANCE
0202787,"GOMPERS, CORNISH & BARR"
0202803,HERSHEY INSURANCE GRP INC
0202804,MICHIGAN INS & FINANCIAL
0202805,MICHIGAN INS & FINANCIAL
0202806,LIFETIME INS & FINANCIAL
0202807,MICHIGAN INS & FINANCIAL
0202812,CUSTOM INSURANCE AGENCY
0202818,HUB INTERNATIONAL MIDWEST
0202823,VTC INSURANCE GROUP
0202831,VTC INSURANCE GROUP
0202835,ASSUREDPARTNERS OF MI LLC
0202836,HARTLAND INSURANCE GROUP
0202837,ARBANAS & ASSOC INS AGENCY
0202839,LUCIDO'S INSURANCE AGENCY
0202843,MICHIGAN COMM INS AGY INC
0202849,DAVIS-VANDENBOSSCHE AGCY
0202853,BROWN & BROWN OF DETROIT
0202863,MICHIGAN INS & FINANCIAL
0202864,SECURE INVESTORS GROUP INC
0202865,HERSHEY INSURANCE GRP INC
0202866,TDA INS & FINANCIAL AGCY
0202872,MICHIGAN COMM INS AGY INC
0202873,MEMBERS HOME AND AUTO-ACCU
0202874,MEMBERS HOME AND AUTO
0202875,MEMBERS HOME AND AUTO-DFCU
0202876,HERSHEY INSURANCE GRP INC
0202877,SELECT HOME AND AUTO
0202879,CAPITAL INSURANCE GROUP
0202880,AITKEN ORMOND & SHORES INS
0202883,MICHIGAN INS & FINANCIAL
0202884,MICHIGAN INS & FINANCIAL
0202885,MICHIGAN INS & FINANCIAL
0202886,KOROTKIN INSURANCE GROUP
0202887,MICHIGAN INS & FINANCIAL
0202888,MICHIGAN INS & FINANCIAL
0202889,MICHIGAN INS & FINANCIAL
0202891,MICHIGAN INS & FINANCIAL
0202892,MICHIGAN INS & FINANCIAL
0202896,HARTLAND INSURANCE GROUP
0202897,FARMINGTON INS AGENCY LLC
0202900,STERLING GROUP
0202901,HERSHEY INSURANCE GRP INC
0202906,"KARN-SITKINS-PAYETTE, INC."
0202910,LOYALTY INSURANCE SERVICES
0202912,CIA INSURANCE & RISK MGMT
0202913,MICHIGAN INS & FINANCIAL
0202917,MICHIGAN INS & FINANCIAL
0202921,VANTOL INSURANCE GROUP LC
0202923,GARDNER & GARDNER INS
0202934,GARDNER & GARDNER INS
0202938,GARDNER & GARDNER INS
0202942,STERLING GROUP
0202949,MICHIGAN INS & FINANCIAL
0202956,CUSTOM INSURANCE AGENCY
0202958,OAKLAND INSURANCE AGENCY
0202960,CORNISH-ZACK HILL
0202964,MEMBERS HOME AND AUTO
0202965,SELECT HOME AND AUTO
0202966,GARDNER & GARDNER INS
0202969,STERLING GROUP
0202975,DAVIS-VANDENBOSSCHE AGCY
0202980,"AON RISK SERVICES CENTRAL,"
0202984,LEGACY PARTNERS II LLC
0202986,PREFERRED UNDERWRITERS INC
0202991,GREAT LAKES INDEPENDENT
0202992,GREAT LAKES INDEPENDENT
0202993,GREAT LAKES INDEPENDENT
0202994,GREAT LAKES INDEPENDENT
0202995,GREAT LAKES INDEPENDENT
0202996,GREAT LAKES INDEPENDENT
0202999,THE BAXTER AGENCY INC
0203000,STEINMETZ-VANDENBOSSCHE
0203003,GREAT LAKES INDEPENDENT
0203012,THE HUTTENLOCHER GROUP
0203013,MICHIGAN INS & FINANCIAL
0203020,LOYALTY INSURANCE
0203021,INTERLAKES INSURANCE AGCY
0203023,THOMAS TUCKER INSURANCE
0203036,PHIL KLEIN INSURANCE GROUP
0203037,INSURANCE ONE AGENCY INC
0203038,MICHIGAN INS & FINANCIAL
0203040,PHIL KLEIN INSURANCE GROUP
0203042,LOYALTY INSURANCE
0203043,"ARLINGTON AGENCY, INC."
0203045,GARDNER & GARDNER INS
0203049,DAVIS-VANDENBOSSCHE AGCY
0203051,STORM INSURANCE SERVICES
0203054,MICHIGAN COMM INS AGY INC
0203057,C.L. FINLAN & SON INC.
0203064,LOYALTY INSURANCE SERVICES
0203066,LOYALTY INSURANCE SERVICES
0203069,LEGACY PARTNERS II LLC
0203070,LEGACY PARTNERS II LLC
0203072,THE HUTTENLOCHER GROUP
0203073,LOYALTY INSURANCE
0203074,LOYALTY INSURANCE
0203075,THE FULCHER GROUP
0203078,VTC INSURANCE GROUP
0203079,STERLING INSURANCE GROUP
0203082,MEMBERS HOME AND AUTO-ACCU
0203083,MEMBERS HOME AND AUTO
0203084,MEMBERS HOME AND AUTO-DFCU
0203085,HERSHEY INSURANCE GRP INC
0203086,SELECT HOME AND AUTO
0203088,LOYALTY INSURANCE SERVICES
0203089,LOYALTY INSURANCE SERVICES
0203090,LOYALTY INSURANCE SERVICES
0203093,INSURANCE EXCHANGE AGENCY
0203094,INSURANCE EXCHANGE AGENCY
0203095,"EMERSON-PREW, INC"
0203096,"EMERSON-PREW, INC"
0203097,THE HUTTENLOCHER GROUP
0203098,THE HUTTENLOCHER GROUP
0203099,THE FULCHER GROUP
0203100,MICHIGAN COMM INS AGY INC
0203115,MCNEIL AGENCY INC
0203116,MCNEIL AGENCY INC
0203117,"GUY HURLEY MCNEIL, LLC"
0203118,GEMINI RISK PARTNERS LLC
0203119,GUY HURLEY LLC
0203137,C.L. FINLAN & SON INC.
0203139,CONSOLIDATED UND ALLI LTD
0203140,CONSOLIDATED UND ALLI LTD
0203148,LEGACY PARTNERS II LLC
0203149,NUSTAR INSURANCE AGENCY
0203150,NUSTAR INSURANCE AGENCY
0203151,NUSTAR INSURANCE AGENCY
0203152,NUSTAR INSURANCE AGENCY
0203153,NUSTAR INSURANCE AGENCY
0203154,NUSTAR INSURANCE AGENCIES
0203155,NUSTAR INSURANCE AGENCY
0203156,NUSTAR INSURANCE AGENCY
0203157,NUSTAR INSURANCE AGENCY
0203158,NUSTAR INSURANCE AGENCY
0203164,LOTTIE M SCHMIDT &THOMPSON
0203167,C.L. FINLAN & SON INC.
0203169,ATLAS INSURANCE AGENCY LLC
0203170,ATLAS INSURANCE AGENCY LLC
0203173,C.L. FINLAN & SON INC.
0203174,NUSTAR INSURANCE AGENCY
0203178,MILLENNIUM INS & INV GRP
0203180,ATLAS INSURANCE AGENCY LLC
0203181,ATLAS INSURANCE AGENCY LLC
0203182,ATLAS INSURANCE AGENCY LLC
0203183,ATLAS INSURANCE AGENCY LLC
0203184,ATLAS INSURANCE AGENCY LLC
0203185,ATLAS INSURANCE AGENCY LLC
0203186,ATLAS INSURANCE AGENCY LLC
0203187,ATLAS INSURANCE AGENCY LLC
0203188,ATLAS INSURANCE AGENCY LLC
0203192,HUB INTERNATIONAL MIDWEST
0203197,SWEET & ASSOCIATES
0203198,VANTOL INSURANCE GROUP LC
0203199,CIA INSURANCE & RISK MGMT
0203201,MARSH & MCLENNAN AGENCY
0203202,LEVIN INSURANCE AGENCY
0203203,LEVIN INSURANCE AGENCY
0203204,AITKEN ORMOND & SHORES INS
0203208,VANTOL INSURANCE GROUP LC
0203210,HERSHEY INSURANCE GRP INC
0203211,MICHIGAN INS & FINANCIAL
0203212,MICHIGAN INS & FINANCIAL
0203213,LOYALTY INSURANCE SERVICES
0203217,GREAT LAKES INDEPENDENT
0203221,ATLAS INSURANCE AGENCY LLC
0203223,HERSHEY INSURANCE GRP INC
0203224,MEMBERS HOME AND AUTO
0203225,MEMBERS HOME AND AUTO-ACCU
0203226,MEMBERS HOME AND AUTO-DFCU
0203228,MARSH & MCLENNAN AGENCY
0203232,LOTTIE M SCHMIDT &THOMPSON
0203233,CIA INSURANCE & RISK MGMT
0203235,MIDWEST UNDERWRITERS INS
0203236,MIDWEST UNDERWRITERS INS
0203238,BROWN & RIDING INS - MI
0203239,NUSTAR INSURANCE AGENCY
0203243,CUSTOM INSURANCE AGENCY
0203244,CUSTOM INSURANCE AGENCY
0203245,CUSTOM INSURANCE AGENCY
0203246,CUSTOM INSURANCE AGENCY
0203247,CUSTOM INSURANCE AGENCY
0203248,CUSTOM INSURANCE AGENCY
0203249,CUSTOM INSURANCE AGENCY
0203250,CUSTOM INSURANCE AGENCY
0203251,CUSTOM INSURANCE AGENCY
0203252,CUSTOM INSURANCE AGENCY
0203253,CUSTOM INSURANCE AGENCY
0203254,CUSTOM INSURANCE AGENCY
0203255,CUSTOM INSURANCE AGENCY
0203256,CUSTOM INSURANCE AGENCY
0203257,CUSTOM INSURANCE AGENCY
0203258,CUSTOM INSURANCE AGENCY
0203259,CUSTOM INSURANCE AGENCY
0203260,CUSTOM INSURANCE AGENCY
0203261,CUSTOM INSURANCE AGENCY
0203263,ATLAS INSURANCE AGENCY LLC
0203264,"TRUMBLE AGENCY, INC."
0203272,HANTZ AGENCY LLC
0203275,"INSURANCE ONE AGENCY, INC."
0203276,LADEMAN INSURANCE AGENCY
0203293,BROWN & BROWN OF DETROIT
0203294,C.L. FINLAN & SON INC.
0203295,STERLING GROUP
0203299,LADEMAN INSURANCE AGENCY
0203300,LADEMAN INSURANCE AGENCY
0203301,J JACOBS & ASSOCIATES INC
0203302,LOTTIE M SCHMIDT &THOMPSON
0203309,C.L. FINLAN & SON INC.
0203311,HARTLAND INSURANCE GROUP
0203312,"ARLINGTON AGENCY, INC"
0203314,BROWN & BROWN OF DETROIT
0203320,C.L. FINLAN & SON INC.
0203323,KOVERAGE INSURANCE GROUP
0203324,C.L. FINLAN & SON INC.
0203325,LADEMAN INSURANCE AGENCY
0203332,LUCIDO'S INSURANCE AGENCY
0203335,C.L. FINLAN & SON INC.
0203336,DAVIS-VANDENBOSSCHE AGCY
0203339,SECURE INVESTORS GROUP INC
0203340,GREAT LAKES INDEPENDENT
0203341,GREAT LAKES INDEPENDENT
0203342,SECURE INVESTORS GROUP INC
0203343,BROWN & BROWN COMMUNITY
0203344,LEGACY PARTNERS II LLC
0203346,VOLLRATH INSURANCE
0203347,VOLLRATH INSURANCE
0203350,"INSURANCE ONE AGENCY, INC."
0203353,ACTION GROUP INC
0203354,ACTION GROUP INC
0203355,STORM INSURANCE SERVICES
0203356,FIRST INDEPENDENT-DESCAMPS
0203359,CAMELOT INSURANCE AGENCY
0203362,FIRST INDEPENDENT-DESCAMPS
0203364,PHIL KLEIN INSURANCE GROUP
0203367,C.L. FINLAN & SON INC.
0203368,MILLENNIUM INS & INV GRP
0203369,MILLENNIUM INS & INV GRP
0203370,MILLENNIUM INS & INV GRP
0203371,MILLENNIUM INS & INV GRP
0203372,MILLENNIUM INS & INV GRP
0203373,MILLENNIUM INS & INV GRP
0203374,MILLENNIUM INS & INV GRP
0203375,HANTZ AGENCY LLC
0203377,OAKLAND INSURANCE AGENCY
0203380,LUCIDO'S INSURANCE AGENCY
0203381,COMMUNITY INS CTR - OXFORD
0203382,VTC INSURANCE GROUP
0203386,"INSURANCE ONE AGENCY, INC."
0203388,BROWN & BROWN COMMUNITY
0203389,THE CRAWFORD INS GROUP
0203394,MICHIGAN INS & FINANCIAL
0203395,MICHIGAN INS & FINANCIAL
0203397,"LOCKTON COMPANIES, LLC"
0203398,GREAT LAKES INS AGENCY
0203399,GREAT LAKES INS AGENCY
0203406,OAKLAND INSURANCE AGENCY
0203411,AITKEN ORMOND & SHORES INS
0203414,KOROTKIN INSURANCE GROUP
0203416,MICHIGAN COMM INS AGY INC
0203417,MICHIGAN COMM INS AGY INC
0203419,GREAT LAKES INS AGENCY
0203420,GREAT LAKES INS AGENCY
0203421,GREAT LAKES INS AGENCY
0203422,GREAT LAKES INS AGENCY
0203424,HIGH FAVOR INS AGENCY LLC
0203425,HIGH FAVOR INS AGENCY LLC
0203428,LEGACY PARTNERS II LLC
0203431,ATLAS INSURANCE AGENCY LLC
0203432,ATLAS INSURANCE AGENCY LLC
0203438,DAVIS-VANDENBOSSCHE AGCY
0203439,THE BAXTER AGENCY INC
0203442,C.L. FINLAN & SON INC.
0203443,VOLLRATH INSURANCE
